User ID,Name,Email Address,Age,Gender,Membership Start Date,Membership End Date,Subscription Plan,Renewal Status,Engagement Level,Subscription Renewed
7960,Courtney Erickson,connerwilliam@yahoo.com,21,Male,15-05-2024,12-12-2024,Monthly,Manual,High,Renewed
7960,Courtney Erickson,connerwilliam@yahoo.com,21,Male,12-12-2024,25-01-2025,Quarterly,Manual,High,Renewed
7960,Courtney Erickson,connerwilliam@yahoo.com,21,Male,25-01-2025,10-03-2025,Quarterly,Auto-Renew,Low,Renewed
2901,Cameron Campbell,courtneysawyer@carroll.com,19,Female,01-01-2025,20-02-2025,Monthly,Auto-Renew,Low,Renewed
2901,Cameron Campbell,courtneysawyer@carroll.com,19,Female,20-02-2025,07-03-2025,Annual,Manual,Medium,Not Renewed
2901,Cameron Campbell,courtneysawyer@carroll.com,19,Female,07-03-2025,15-03-2025,Annual,Auto-Renew,Low,Renewed
2901,Cameron Campbell,courtneysawyer@carroll.com,19,Female,15-03-2025,19-03-2025,Monthly,Manual,Medium,Renewed
2901,Cameron Campbell,courtneysawyer@carroll.com,19,Female,19-03-2025,21-03-2025,Quarterly,Auto-Renew,Medium,Renewed
6299,Paul Warner,patriciacruz@yahoo.com,33,Male,21-08-2024,11-09-2024,Annual,Manual,Medium,Renewed
6299,Paul Warner,patriciacruz@yahoo.com,33,Male,11-09-2024,17-11-2024,Annual,Auto-Renew,Low,Renewed
7667,Alexandra Allen,deannahaynes@douglas.com,54,Female,17-08-2022,02-01-2024,Quarterly,Auto-Renew,High,Renewed
7667,Alexandra Allen,deannahaynes@douglas.com,54,Female,02-01-2024,20-01-2024,Monthly,Manual,High,Not Renewed
7667,Alexandra Allen,deannahaynes@douglas.com,54,Female,20-01-2024,05-04-2024,Annual,Manual,High,Renewed
6611,Gabrielle Norman,bonnie02@hotmail.com,22,Male,21-12-2022,06-07-2024,Quarterly,Manual,Medium,Not Renewed
6611,Gabrielle Norman,bonnie02@hotmail.com,22,Male,06-07-2024,09-01-2025,Monthly,Auto-Renew,Low,Renewed
6611,Gabrielle Norman,bonnie02@hotmail.com,22,Male,09-01-2025,17-02-2025,Quarterly,Auto-Renew,High,Renewed
6611,Gabrielle Norman,bonnie02@hotmail.com,22,Male,17-02-2025,18-02-2025,Quarterly,Auto-Renew,High,Not Renewed
8979,Ashley Walker,barbara17@hotmail.com,28,Female,03-06-2023,23-08-2023,Annual,Manual,Low,Renewed
8979,Ashley Walker,barbara17@hotmail.com,28,Female,23-08-2023,23-11-2024,Monthly,Auto-Renew,Medium,Renewed
8979,Ashley Walker,barbara17@hotmail.com,28,Female,23-11-2024,19-01-2025,Annual,Auto-Renew,High,Renewed
8979,Ashley Walker,barbara17@hotmail.com,28,Female,19-01-2025,13-03-2025,Annual,Auto-Renew,Medium,Not Renewed
8979,Ashley Walker,barbara17@hotmail.com,28,Female,13-03-2025,21-03-2025,Quarterly,Manual,Medium,Renewed
7504,Holly Jones,fdavis@hotmail.com,38,Female,03-12-2023,31-10-2024,Quarterly,Auto-Renew,High,Renewed
7504,Holly Jones,fdavis@hotmail.com,38,Female,31-10-2024,30-11-2024,Quarterly,Manual,Medium,Renewed
6260,Charles Ferguson,sharonhensley@francis-hoover.com,20,Female,26-06-2023,04-11-2023,Annual,Manual,High,Renewed
7013,Jason Solis,alyssa95@guerrero.com,50,Female,04-01-2024,26-06-2024,Quarterly,Manual,Medium,Renewed
7013,Jason Solis,alyssa95@guerrero.com,50,Female,26-06-2024,13-08-2024,Quarterly,Manual,High,Renewed
4475,Jeremy Matthews,gerald18@frank.com,33,Male,12-02-2025,26-02-2025,Monthly,Manual,Low,Renewed
4475,Jeremy Matthews,gerald18@frank.com,33,Male,26-02-2025,06-03-2025,Monthly,Auto-Renew,Medium,Not Renewed
4475,Jeremy Matthews,gerald18@frank.com,33,Male,06-03-2025,10-03-2025,Annual,Auto-Renew,Low,Renewed
4475,Jeremy Matthews,gerald18@frank.com,33,Male,10-03-2025,20-03-2025,Quarterly,Auto-Renew,Low,Renewed
4540,George Carpenter,brentjohnson@garcia-lopez.org,19,Female,17-09-2023,24-02-2024,Annual,Manual,Low,Not Renewed
4540,George Carpenter,brentjohnson@garcia-lopez.org,19,Female,24-02-2024,20-09-2024,Annual,Auto-Renew,Medium,Renewed
4540,George Carpenter,brentjohnson@garcia-lopez.org,19,Female,20-09-2024,26-01-2025,Quarterly,Auto-Renew,Medium,Renewed
4540,George Carpenter,brentjohnson@garcia-lopez.org,19,Female,26-01-2025,04-03-2025,Monthly,Auto-Renew,Low,Renewed
2042,Courtney Hall,cooperteresa@yahoo.com,30,Female,07-04-2022,30-05-2023,Annual,Manual,High,Not Renewed
2042,Courtney Hall,cooperteresa@yahoo.com,30,Female,30-05-2023,27-09-2024,Annual,Auto-Renew,High,Renewed
2042,Courtney Hall,cooperteresa@yahoo.com,30,Female,27-09-2024,18-11-2024,Quarterly,Auto-Renew,High,Renewed
2876,Corey Jefferson,amy07@russell.com,24,Male,06-07-2023,30-11-2024,Annual,Manual,High,Renewed
2876,Corey Jefferson,amy07@russell.com,24,Male,30-11-2024,24-01-2025,Annual,Auto-Renew,Low,Renewed
2876,Corey Jefferson,amy07@russell.com,24,Male,24-01-2025,30-01-2025,Annual,Manual,Medium,Renewed
2876,Corey Jefferson,amy07@russell.com,24,Male,30-01-2025,19-02-2025,Annual,Manual,Medium,Renewed
5588,Lance Ramirez,walkernicholas@torres-garrett.com,36,Female,31-07-2023,16-03-2025,Annual,Manual,High,Renewed
4868,Carol Henry DVM,andersonaaron@gmail.com,31,Female,28-06-2022,25-07-2024,Monthly,Manual,Low,Renewed
4868,Carol Henry DVM,andersonaaron@gmail.com,31,Female,25-07-2024,13-08-2024,Annual,Manual,Medium,Renewed
4868,Carol Henry DVM,andersonaaron@gmail.com,31,Female,13-08-2024,04-09-2024,Annual,Auto-Renew,Low,Not Renewed
4868,Carol Henry DVM,andersonaaron@gmail.com,31,Female,04-09-2024,09-01-2025,Annual,Auto-Renew,Medium,Renewed
4868,Carol Henry DVM,andersonaaron@gmail.com,31,Female,09-01-2025,01-02-2025,Monthly,Manual,Low,Renewed
6706,James Snyder,alyssa24@daniel.com,32,Male,17-10-2024,24-10-2024,Annual,Auto-Renew,Low,Renewed
6706,James Snyder,alyssa24@daniel.com,32,Male,24-10-2024,03-01-2025,Monthly,Auto-Renew,Low,Renewed
6706,James Snyder,alyssa24@daniel.com,32,Male,03-01-2025,07-03-2025,Quarterly,Auto-Renew,Low,Not Renewed
3692,Ms. Desiree Roberson,christinemclean@gmail.com,61,Female,22-11-2024,30-12-2024,Annual,Auto-Renew,High,Renewed
3692,Ms. Desiree Roberson,christinemclean@gmail.com,61,Female,30-12-2024,06-01-2025,Quarterly,Manual,Medium,Renewed
8982,Ashley Green,cartergary@yahoo.com,20,Female,29-09-2022,29-12-2024,Monthly,Manual,Medium,Renewed
8982,Ashley Green,cartergary@yahoo.com,20,Female,29-12-2024,18-03-2025,Quarterly,Auto-Renew,Medium,Renewed
8982,Ashley Green,cartergary@yahoo.com,20,Female,18-03-2025,18-03-2025,Monthly,Auto-Renew,Medium,Renewed
8982,Ashley Green,cartergary@yahoo.com,20,Female,18-03-2025,19-03-2025,Annual,Auto-Renew,High,Renewed
8982,Ashley Green,cartergary@yahoo.com,20,Female,19-03-2025,19-03-2025,Annual,Auto-Renew,Medium,Renewed
6088,Crystal Berry,austinrivera@gmail.com,25,Female,15-11-2024,19-03-2025,Annual,Auto-Renew,Medium,Renewed
6088,Crystal Berry,austinrivera@gmail.com,25,Female,19-03-2025,21-03-2025,Monthly,Auto-Renew,Medium,Not Renewed
6088,Crystal Berry,austinrivera@gmail.com,25,Female,21-03-2025,21-03-2025,Annual,Manual,Medium,Not Renewed
6088,Crystal Berry,austinrivera@gmail.com,25,Female,21-03-2025,21-03-2025,Monthly,Manual,Medium,Renewed
6088,Crystal Berry,austinrivera@gmail.com,25,Female,21-03-2025,21-03-2025,Annual,Auto-Renew,Low,Renewed
6223,Danielle Sherman,hcasey@diaz-torres.com,25,Female,01-11-2024,18-11-2024,Annual,Manual,Medium,Not Renewed
6223,Danielle Sherman,hcasey@diaz-torres.com,25,Female,18-11-2024,26-02-2025,Monthly,Auto-Renew,Low,Renewed
6223,Danielle Sherman,hcasey@diaz-torres.com,25,Female,26-02-2025,13-03-2025,Monthly,Manual,Low,Renewed
7561,Nicole Bryan,emilylewis@gmail.com,32,Female,06-01-2023,20-10-2023,Monthly,Auto-Renew,Low,Renewed
7561,Nicole Bryan,emilylewis@gmail.com,32,Female,20-10-2023,22-09-2024,Monthly,Auto-Renew,Medium,Renewed
4672,Jenny Vang,kbell@yahoo.com,46,Female,17-07-2024,19-02-2025,Quarterly,Manual,High,Not Renewed
4672,Jenny Vang,kbell@yahoo.com,46,Female,19-02-2025,06-03-2025,Quarterly,Manual,Medium,Renewed
3816,Nicholas Perez,amandagray@gibson.info,26,Male,29-10-2023,08-06-2024,Quarterly,Auto-Renew,Low,Renewed
3816,Nicholas Perez,amandagray@gibson.info,26,Male,08-06-2024,08-01-2025,Quarterly,Auto-Renew,Medium,Not Renewed
3816,Nicholas Perez,amandagray@gibson.info,26,Male,08-01-2025,21-03-2025,Quarterly,Auto-Renew,Medium,Renewed
2821,Brian Mitchell,christinepierce@yahoo.com,26,Male,31-05-2023,28-01-2025,Monthly,Auto-Renew,Low,Renewed
2821,Brian Mitchell,christinepierce@yahoo.com,26,Male,28-01-2025,19-02-2025,Monthly,Manual,Low,Not Renewed
2821,Brian Mitchell,christinepierce@yahoo.com,26,Male,19-02-2025,21-02-2025,Annual,Manual,High,Renewed
7722,Matthew Burns,coreyrodriguez@becker.org,32,Male,19-02-2024,13-09-2024,Quarterly,Auto-Renew,Medium,Renewed
7722,Matthew Burns,coreyrodriguez@becker.org,32,Male,13-09-2024,20-03-2025,Annual,Manual,Medium,Renewed
7722,Matthew Burns,coreyrodriguez@becker.org,32,Male,20-03-2025,20-03-2025,Monthly,Manual,Medium,Renewed
2139,Joseph Bradley,hickssteven@ward.com,20,Female,19-10-2023,20-08-2024,Annual,Auto-Renew,Low,Not Renewed
2139,Joseph Bradley,hickssteven@ward.com,20,Female,20-08-2024,17-10-2024,Quarterly,Manual,Medium,Renewed
2139,Joseph Bradley,hickssteven@ward.com,20,Female,17-10-2024,14-03-2025,Annual,Manual,High,Renewed
2139,Joseph Bradley,hickssteven@ward.com,20,Female,14-03-2025,20-03-2025,Monthly,Manual,Low,Not Renewed
2139,Joseph Bradley,hickssteven@ward.com,20,Female,20-03-2025,20-03-2025,Monthly,Auto-Renew,Low,Renewed
1202,Carla Peterson,andrew21@brown.com,22,Female,10-11-2022,13-07-2023,Quarterly,Auto-Renew,Low,Renewed
1202,Carla Peterson,andrew21@brown.com,22,Female,13-07-2023,16-07-2024,Monthly,Auto-Renew,High,Renewed
1202,Carla Peterson,andrew21@brown.com,22,Female,16-07-2024,31-01-2025,Annual,Auto-Renew,Low,Renewed
1202,Carla Peterson,andrew21@brown.com,22,Female,31-01-2025,17-02-2025,Quarterly,Manual,Medium,Renewed
1202,Carla Peterson,andrew21@brown.com,22,Female,17-02-2025,20-02-2025,Quarterly,Manual,Medium,Renewed
2059,Brian Neal,robert80@hotmail.com,30,Male,25-07-2022,19-12-2023,Quarterly,Manual,Low,Renewed
2059,Brian Neal,robert80@hotmail.com,30,Male,19-12-2023,09-03-2025,Annual,Manual,Low,Not Renewed
7959,Kristen Gray,eelliott@hotmail.com,40,Female,15-11-2022,09-04-2024,Annual,Auto-Renew,Low,Not Renewed
7959,Kristen Gray,eelliott@hotmail.com,40,Female,09-04-2024,05-10-2024,Quarterly,Manual,Medium,Renewed
1320,Christopher Lawrence,andre20@underwood.biz,23,Male,08-06-2023,11-08-2023,Quarterly,Auto-Renew,Low,Not Renewed
1320,Christopher Lawrence,andre20@underwood.biz,23,Male,11-08-2023,09-04-2024,Monthly,Manual,Low,Not Renewed
1320,Christopher Lawrence,andre20@underwood.biz,23,Male,09-04-2024,27-02-2025,Quarterly,Auto-Renew,Medium,Renewed
1320,Christopher Lawrence,andre20@underwood.biz,23,Male,27-02-2025,02-03-2025,Annual,Auto-Renew,Medium,Renewed
1320,Christopher Lawrence,andre20@underwood.biz,23,Male,02-03-2025,09-03-2025,Annual,Auto-Renew,Medium,Renewed
7481,Chad Hood,ihernandez@gmail.com,20,Male,01-09-2022,19-05-2024,Annual,Auto-Renew,Low,Renewed
7481,Chad Hood,ihernandez@gmail.com,20,Male,19-05-2024,01-12-2024,Monthly,Manual,Medium,Not Renewed
7481,Chad Hood,ihernandez@gmail.com,20,Male,01-12-2024,18-01-2025,Monthly,Manual,Medium,Renewed
7481,Chad Hood,ihernandez@gmail.com,20,Male,18-01-2025,23-01-2025,Quarterly,Auto-Renew,Medium,Renewed
7481,Chad Hood,ihernandez@gmail.com,20,Male,23-01-2025,28-02-2025,Quarterly,Auto-Renew,Medium,Renewed
6643,Danny Jones,dbyrd@morris-perez.info,28,Female,10-09-2022,02-12-2022,Annual,Manual,High,Renewed
6643,Danny Jones,dbyrd@morris-perez.info,28,Female,02-12-2022,29-02-2024,Annual,Manual,High,Renewed
6643,Danny Jones,dbyrd@morris-perez.info,28,Female,29-02-2024,03-07-2024,Quarterly,Manual,High,Renewed
8233,Catherine Cortez,browntony@schaefer.com,19,Female,08-09-2023,11-01-2025,Monthly,Auto-Renew,Medium,Renewed
8233,Catherine Cortez,browntony@schaefer.com,19,Female,11-01-2025,23-02-2025,Annual,Auto-Renew,High,Renewed
8233,Catherine Cortez,browntony@schaefer.com,19,Female,23-02-2025,26-02-2025,Annual,Auto-Renew,Medium,Renewed
4054,Brian Walker,gina21@weeks.com,31,Male,30-01-2024,03-10-2024,Quarterly,Auto-Renew,Low,Renewed
4054,Brian Walker,gina21@weeks.com,31,Male,03-10-2024,18-11-2024,Annual,Manual,Low,Renewed
4054,Brian Walker,gina21@weeks.com,31,Male,18-11-2024,20-03-2025,Monthly,Manual,High,Not Renewed
4054,Brian Walker,gina21@weeks.com,31,Male,20-03-2025,20-03-2025,Quarterly,Manual,Medium,Renewed
4107,Gabriel Lawson,christopherhoover@gmail.com,29,Male,30-12-2023,27-08-2024,Quarterly,Manual,High,Renewed
4107,Gabriel Lawson,christopherhoover@gmail.com,29,Male,27-08-2024,05-10-2024,Annual,Auto-Renew,Medium,Not Renewed
4107,Gabriel Lawson,christopherhoover@gmail.com,29,Male,05-10-2024,07-03-2025,Annual,Manual,Medium,Renewed
1482,Adam Davis,ashleytaylor@yahoo.com,21,Male,17-11-2022,15-05-2023,Monthly,Auto-Renew,Medium,Renewed
1482,Adam Davis,ashleytaylor@yahoo.com,21,Male,15-05-2023,05-02-2025,Annual,Auto-Renew,High,Renewed
1482,Adam Davis,ashleytaylor@yahoo.com,21,Male,05-02-2025,06-03-2025,Monthly,Manual,Low,Renewed
1482,Adam Davis,ashleytaylor@yahoo.com,21,Male,06-03-2025,15-03-2025,Annual,Manual,High,Renewed
1482,Adam Davis,ashleytaylor@yahoo.com,21,Male,15-03-2025,15-03-2025,Quarterly,Manual,High,Renewed
2627,Catherine Knight,adrianalarson@thomas.org,31,Female,07-05-2024,07-12-2024,Annual,Auto-Renew,High,Not Renewed
2627,Catherine Knight,adrianalarson@thomas.org,31,Female,07-12-2024,20-01-2025,Monthly,Auto-Renew,Medium,Renewed
2627,Catherine Knight,adrianalarson@thomas.org,31,Female,20-01-2025,01-02-2025,Monthly,Auto-Renew,Medium,Renewed
2627,Catherine Knight,adrianalarson@thomas.org,31,Female,01-02-2025,18-03-2025,Quarterly,Auto-Renew,High,Renewed
2627,Catherine Knight,adrianalarson@thomas.org,31,Female,18-03-2025,18-03-2025,Monthly,Manual,Low,Renewed
4428,Alyssa Kaufman,claire17@hotmail.com,20,Male,26-05-2023,24-10-2023,Monthly,Manual,Low,Renewed
4428,Alyssa Kaufman,claire17@hotmail.com,20,Male,24-10-2023,25-12-2023,Annual,Auto-Renew,High,Renewed
4428,Alyssa Kaufman,claire17@hotmail.com,20,Male,25-12-2023,30-05-2024,Annual,Manual,Medium,Renewed
4428,Alyssa Kaufman,claire17@hotmail.com,20,Male,30-05-2024,26-11-2024,Monthly,Manual,Medium,Not Renewed
4428,Alyssa Kaufman,claire17@hotmail.com,20,Male,26-11-2024,26-12-2024,Annual,Auto-Renew,High,Renewed
6245,Breanna Rice,emily71@yahoo.com,18,Male,03-08-2022,12-12-2023,Quarterly,Auto-Renew,Medium,Renewed
6245,Breanna Rice,emily71@yahoo.com,18,Male,12-12-2023,07-01-2025,Annual,Manual,Medium,Renewed
6245,Breanna Rice,emily71@yahoo.com,18,Male,07-01-2025,27-02-2025,Monthly,Auto-Renew,Low,Renewed
6245,Breanna Rice,emily71@yahoo.com,18,Male,27-02-2025,16-03-2025,Monthly,Manual,Low,Renewed
6245,Breanna Rice,emily71@yahoo.com,18,Male,16-03-2025,16-03-2025,Quarterly,Auto-Renew,High,Renewed
8057,David Charles,george90@gmail.com,46,Female,04-07-2022,12-12-2023,Annual,Auto-Renew,High,Renewed
8057,David Charles,george90@gmail.com,46,Female,12-12-2023,16-02-2024,Monthly,Auto-Renew,Low,Renewed
8057,David Charles,george90@gmail.com,46,Female,16-02-2024,19-02-2025,Annual,Auto-Renew,High,Renewed
8988,Colleen Murphy,abigail55@craig.com,26,Male,08-09-2022,16-11-2022,Quarterly,Auto-Renew,Low,Renewed
8988,Colleen Murphy,abigail55@craig.com,26,Male,16-11-2022,28-02-2025,Monthly,Auto-Renew,Low,Not Renewed
9088,Bradley Richardson,cameron47@yahoo.com,34,Female,19-10-2023,05-12-2023,Quarterly,Manual,Low,Not Renewed
9088,Bradley Richardson,cameron47@yahoo.com,34,Female,05-12-2023,13-12-2024,Quarterly,Auto-Renew,High,Renewed
9088,Bradley Richardson,cameron47@yahoo.com,34,Female,13-12-2024,10-01-2025,Monthly,Auto-Renew,Medium,Renewed
4606,Darrell Marshall,gabrielgreene@gmail.com,22,Female,22-09-2022,25-02-2025,Annual,Auto-Renew,Low,Not Renewed
4606,Darrell Marshall,gabrielgreene@gmail.com,22,Female,25-02-2025,14-03-2025,Quarterly,Manual,High,Not Renewed
4606,Darrell Marshall,gabrielgreene@gmail.com,22,Female,14-03-2025,19-03-2025,Monthly,Manual,Medium,Renewed
4606,Darrell Marshall,gabrielgreene@gmail.com,22,Female,19-03-2025,20-03-2025,Quarterly,Manual,Low,Renewed
4606,Darrell Marshall,gabrielgreene@gmail.com,22,Female,20-03-2025,20-03-2025,Quarterly,Manual,High,Renewed
2446,Nathaniel Edwards,angelasalinas@gmail.com,23,Female,19-06-2023,23-02-2024,Monthly,Auto-Renew,Medium,Renewed
2446,Nathaniel Edwards,angelasalinas@gmail.com,23,Female,23-02-2024,16-07-2024,Annual,Auto-Renew,Low,Renewed
2446,Nathaniel Edwards,angelasalinas@gmail.com,23,Female,16-07-2024,22-11-2024,Quarterly,Auto-Renew,Medium,Renewed
2446,Nathaniel Edwards,angelasalinas@gmail.com,23,Female,22-11-2024,02-12-2024,Annual,Auto-Renew,Low,Not Renewed
2446,Nathaniel Edwards,angelasalinas@gmail.com,23,Female,02-12-2024,06-12-2024,Quarterly,Manual,Low,Renewed
6498,Dr. John Mills,darrellhunter@reyes.net,20,Male,23-03-2023,26-02-2025,Annual,Auto-Renew,High,Not Renewed
6498,Dr. John Mills,darrellhunter@reyes.net,20,Male,26-02-2025,28-02-2025,Monthly,Manual,Low,Renewed
6498,Dr. John Mills,darrellhunter@reyes.net,20,Male,28-02-2025,10-03-2025,Annual,Auto-Renew,High,Renewed
6498,Dr. John Mills,darrellhunter@reyes.net,20,Male,10-03-2025,10-03-2025,Quarterly,Auto-Renew,Low,Not Renewed
6498,Dr. John Mills,darrellhunter@reyes.net,20,Male,10-03-2025,20-03-2025,Monthly,Auto-Renew,Medium,Not Renewed
6358,Benjamin Jordan,brownmichael@thomas.biz,28,Female,28-12-2022,20-01-2024,Quarterly,Auto-Renew,Medium,Renewed
6358,Benjamin Jordan,brownmichael@thomas.biz,28,Female,20-01-2024,26-01-2024,Quarterly,Manual,High,Not Renewed
6358,Benjamin Jordan,brownmichael@thomas.biz,28,Female,26-01-2024,25-06-2024,Annual,Manual,Low,Not Renewed
6358,Benjamin Jordan,brownmichael@thomas.biz,28,Female,25-06-2024,13-08-2024,Monthly,Auto-Renew,Low,Renewed
7244,Connie Buchanan,amberreed@gmail.com,19,Male,07-08-2024,08-09-2024,Quarterly,Auto-Renew,Low,Renewed
7244,Connie Buchanan,amberreed@gmail.com,19,Male,08-09-2024,09-03-2025,Monthly,Auto-Renew,High,Renewed
7244,Connie Buchanan,amberreed@gmail.com,19,Male,09-03-2025,10-03-2025,Monthly,Manual,Low,Not Renewed
7244,Connie Buchanan,amberreed@gmail.com,19,Male,10-03-2025,15-03-2025,Monthly,Manual,Low,Not Renewed
7244,Connie Buchanan,amberreed@gmail.com,19,Male,15-03-2025,16-03-2025,Monthly,Auto-Renew,Medium,Not Renewed
1707,Dominique Mcdonald,collinskimberly@green-knight.info,50,Female,09-05-2023,15-07-2024,Monthly,Auto-Renew,Medium,Not Renewed
1707,Dominique Mcdonald,collinskimberly@green-knight.info,50,Female,15-07-2024,16-02-2025,Quarterly,Manual,Low,Renewed
1707,Dominique Mcdonald,collinskimberly@green-knight.info,50,Female,16-02-2025,23-02-2025,Quarterly,Manual,Medium,Not Renewed
1707,Dominique Mcdonald,collinskimberly@green-knight.info,50,Female,23-02-2025,17-03-2025,Monthly,Auto-Renew,Medium,Renewed
8609,Andrew James,marissa64@nelson.info,31,Male,09-09-2024,01-02-2025,Monthly,Auto-Renew,Low,Not Renewed
6739,Chelsea Russo,danielvaldez@hotmail.com,25,Male,29-10-2022,28-07-2024,Annual,Manual,High,Renewed
6739,Chelsea Russo,danielvaldez@hotmail.com,25,Male,28-07-2024,28-09-2024,Quarterly,Manual,Low,Renewed
6739,Chelsea Russo,danielvaldez@hotmail.com,25,Male,28-09-2024,05-02-2025,Quarterly,Manual,Medium,Renewed
6739,Chelsea Russo,danielvaldez@hotmail.com,25,Male,05-02-2025,12-03-2025,Quarterly,Manual,Medium,Not Renewed
3677,Jeffrey Vaughn,alanblack@yahoo.com,19,Female,22-11-2024,17-02-2025,Monthly,Manual,Low,Renewed
3677,Jeffrey Vaughn,alanblack@yahoo.com,19,Female,17-02-2025,28-02-2025,Annual,Auto-Renew,Medium,Renewed
3677,Jeffrey Vaughn,alanblack@yahoo.com,19,Female,28-02-2025,06-03-2025,Annual,Manual,Medium,Renewed
3677,Jeffrey Vaughn,alanblack@yahoo.com,19,Female,06-03-2025,19-03-2025,Quarterly,Manual,High,Renewed
8356,Beverly Christian,cbutler@townsend.com,39,Male,04-07-2024,01-01-2025,Annual,Auto-Renew,Low,Renewed
8356,Beverly Christian,cbutler@townsend.com,39,Male,01-01-2025,07-03-2025,Monthly,Manual,Low,Renewed
8356,Beverly Christian,cbutler@townsend.com,39,Male,07-03-2025,18-03-2025,Annual,Manual,Low,Renewed
8356,Beverly Christian,cbutler@townsend.com,39,Male,18-03-2025,19-03-2025,Monthly,Auto-Renew,High,Renewed
8356,Beverly Christian,cbutler@townsend.com,39,Male,19-03-2025,21-03-2025,Monthly,Auto-Renew,Medium,Renewed
9068,Craig Beltran,bjohnson@hotmail.com,18,Male,14-08-2022,31-08-2023,Quarterly,Manual,High,Renewed
9068,Craig Beltran,bjohnson@hotmail.com,18,Male,31-08-2023,21-12-2024,Annual,Manual,High,Not Renewed
9068,Craig Beltran,bjohnson@hotmail.com,18,Male,21-12-2024,22-12-2024,Monthly,Manual,Low,Not Renewed
9068,Craig Beltran,bjohnson@hotmail.com,18,Male,22-12-2024,28-01-2025,Quarterly,Auto-Renew,Low,Renewed
1350,Allison Hudson,figueroaralph@parker.com,19,Female,08-07-2022,04-02-2023,Quarterly,Auto-Renew,Low,Renewed
1350,Allison Hudson,figueroaralph@parker.com,19,Female,04-02-2023,16-02-2025,Quarterly,Auto-Renew,Medium,Renewed
1350,Allison Hudson,figueroaralph@parker.com,19,Female,16-02-2025,20-03-2025,Monthly,Manual,Medium,Renewed
1350,Allison Hudson,figueroaralph@parker.com,19,Female,20-03-2025,20-03-2025,Annual,Manual,Low,Renewed
1350,Allison Hudson,figueroaralph@parker.com,19,Female,20-03-2025,21-03-2025,Monthly,Auto-Renew,Medium,Renewed
8358,Beth Santiago,brittany54@martin-miller.org,23,Male,19-03-2024,04-01-2025,Quarterly,Auto-Renew,Low,Renewed
8358,Beth Santiago,brittany54@martin-miller.org,23,Male,04-01-2025,20-03-2025,Quarterly,Manual,Low,Renewed
8358,Beth Santiago,brittany54@martin-miller.org,23,Male,20-03-2025,20-03-2025,Monthly,Manual,Medium,Renewed
8358,Beth Santiago,brittany54@martin-miller.org,23,Male,20-03-2025,21-03-2025,Monthly,Auto-Renew,Medium,Renewed
1533,Andrew Dyer,amanda48@taylor.com,38,Female,29-07-2022,28-11-2022,Monthly,Manual,High,Renewed
1533,Andrew Dyer,amanda48@taylor.com,38,Female,28-11-2022,15-12-2024,Monthly,Manual,Low,Not Renewed
9133,Cheryl Scott,charlestorres@jennings-welch.com,45,Female,17-01-2023,21-08-2024,Monthly,Auto-Renew,Low,Renewed
9133,Cheryl Scott,charlestorres@jennings-welch.com,45,Female,21-08-2024,10-12-2024,Annual,Auto-Renew,High,Renewed
9133,Cheryl Scott,charlestorres@jennings-welch.com,45,Female,10-12-2024,30-12-2024,Quarterly,Manual,Medium,Renewed
9133,Cheryl Scott,charlestorres@jennings-welch.com,45,Female,30-12-2024,17-02-2025,Monthly,Manual,Medium,Not Renewed
9133,Cheryl Scott,charlestorres@jennings-welch.com,45,Female,17-02-2025,07-03-2025,Quarterly,Auto-Renew,Medium,Renewed
6217,Haley Lopez,ggutierrez@dalton.biz,27,Female,12-11-2022,10-12-2022,Monthly,Manual,Medium,Renewed
6217,Haley Lopez,ggutierrez@dalton.biz,27,Female,10-12-2022,10-09-2024,Quarterly,Auto-Renew,Medium,Renewed
1506,Jeremy Walls,alyssastark@yahoo.com,37,Female,10-06-2024,05-01-2025,Monthly,Manual,Medium,Renewed
1506,Jeremy Walls,alyssastark@yahoo.com,37,Female,05-01-2025,29-01-2025,Monthly,Manual,Medium,Renewed
1506,Jeremy Walls,alyssastark@yahoo.com,37,Female,29-01-2025,10-03-2025,Monthly,Auto-Renew,Medium,Renewed
1506,Jeremy Walls,alyssastark@yahoo.com,37,Female,10-03-2025,12-03-2025,Annual,Manual,Medium,Not Renewed
1506,Jeremy Walls,alyssastark@yahoo.com,37,Female,12-03-2025,19-03-2025,Annual,Auto-Renew,Low,Not Renewed
2675,Jennifer Villa,john70@hotmail.com,52,Male,16-04-2024,15-01-2025,Annual,Manual,Medium,Not Renewed
9062,Dr. Andrew Ramsey,johndavies@hotmail.com,55,Male,12-10-2024,11-11-2024,Quarterly,Auto-Renew,Low,Renewed
6817,James Smith,gabrielbrown@moore-harris.com,52,Female,20-01-2024,23-03-2024,Annual,Manual,Medium,Renewed
6817,James Smith,gabrielbrown@moore-harris.com,52,Female,23-03-2024,07-06-2024,Monthly,Auto-Renew,Low,Not Renewed
4031,Caitlin Moran,johnsummers@tanner.biz,36,Female,14-10-2024,08-01-2025,Quarterly,Manual,Medium,Renewed
4031,Caitlin Moran,johnsummers@tanner.biz,36,Female,08-01-2025,04-02-2025,Annual,Auto-Renew,High,Renewed
5266,Anita Leach,carneyfrank@velez.net,26,Male,07-08-2023,05-01-2024,Monthly,Auto-Renew,High,Not Renewed
5266,Anita Leach,carneyfrank@velez.net,26,Male,05-01-2024,15-01-2024,Annual,Manual,Medium,Renewed
